BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199601,18,805,199601,18,811,2404330,5539021,MISSOURI,29,1996,January,Tornado,C,155,PEMISCOT,MEG,1/18/1996 8:05,CST,1/18/1996 8:11,0,0,0,0,.05M,,,,,,,F1,2,50,,,,,12,W,CARUTHERSVILLE,10,W,CARUTHERSVILLE,36.18,-89.87,36.18,-89.83,A tornado touched down destroying a farm shop and heavily damaging other farm buildings and a house with large farm equiptment scattered over the area. Several houses were damaged. Numerous trees and power lines were knocked down. Some telephone poles were pulled out of the ground.,,PDC
199601,18,730,199601,18,735,1000288,5535520,ARKANSAS,5,1996,January,Tornado,C,107,PHILLIPS,MEG,1/18/1996 7:30,CST,1/18/1996 7:35,3,0,0,0,.03M,,,,,,,F1,2,25,,,,,4,W,MARVELL,2,W,MARVELL,34.55,-90.97,34.55,-90.93,A mobile home was lifted off its foundation and carried 30 feet before rolling over three times. Three persons in the mobile home were injured. Two homes were partially damaged. Two sheds were damaged as well.,,PDC
199601,26,935,199601,26,940,2050195,5574627,LOUISIANA,22,1996,January,Tornado,C,39,EVANGELINE,LCH,1/26/1996 9:35,CST,1/26/1996 9:40,3,0,0,0,15K,,,,,,,F1,1,20,,,,,,,CHATAIGNIER,,,CHATAIGNIER,30.57,-92.32,30.57,-92.32,"5 hunters sought shelter in a barn when they saw the tornado. The tornado flattened the barn, causing 3 of the men to be injuried.",,PDC
199601,18,1430,199601,18,1435,2043424,5558382,INDIANA,18,1996,January,Tornado,C,157,TIPPECANOE,IND,1/18/1996 14:30,EST,1/18/1996 14:35,0,0,0,0,,,,,,,,F0,3.5,50,,,,,8,NW,LAFAYETTE,7,N,LAFAYETTE,40.5,-86.97,40.52,-86.87,Weak tornado damaged several barns and homes and also overturned two tractor trailors on I-65. No injuries or fatalities.,,PDC
199601,17,2155,199601,17,2200,2404523,5535845,TEXAS,48,1996,January,Tornado,C,147,FANNIN,FWD,1/17/1996 21:55,CST,1/17/1996 22:00,5,0,0,0,.15M,,,,,,,F2,2.5,150,,,,,,,IVANHOE,,,IVANHOE,33.72,-96.15,33.72,-96.15,A short lived but strong tornadic circulation developed on the left side of a bow echo type thunderstorm north of Bonham. The tornado destroyed 3 mobile homes and resulted in 5 injuries to the occupants. Minor damage to homes and another mobile home also occurred.,,PDC
199601,18,655,199601,18,657,2402894,5539010,ARKANSAS,5,1996,January,Tornado,C,75,LAWRENCE,MEG,1/18/1996 6:55,CST,1/18/1996 6:57,0,0,0,0,.01M,,,,,,,F0,0.5,25,,,,,7,SW,HOXIE,7,SW,HOXIE,35.98,-91.07,35.98,-91.07,A tornado touched down along Highway 228 between Minturn and Clover Bend. Two buildings were blown over along with several trees and power lines.,,PDC
199601,18,1430,199601,18,1438,2404501,5535336,INDIANA,18,1996,January,Tornado,C,181,WHITE,LOT,1/18/1996 14:30,EST,1/18/1996 14:38,0,0,0,0,,,,,,,,F0,6,50,,,,,8,NW,LAFAYETTE,1,W,BROOKSTON,40.5,-86.98,40.6,-86.87,"A small tornado or gustnado crossed into White County from Tippecanoe County about 3.5 miles south southwest of Brookston and ended just west of Brookston. In White County, there was minor damage to the siding of a house about 2 miles southwest of Brookston. There was also damage to a shed and a swing set overturned. At a nearby farm several buildings were damaged. A large pine tree was snapped. A TV antenna was blown off a house on the southwest side of Brookston. See Tippecanoe County report for information on damage from this tornado in Tippecanoe County.",,PDC
199602,19,1500,199602,19,1515,2403451,5541726,MISSISSIPPI,28,1996,February,Tornado,C,41,GREENE,MOB,2/19/1996 15:00,CST,2/19/1996 15:15,0,0,0,0,40K,,,,,,,F1,9,300,,,,,3,W,PLEASANT HILL,3,SE,AVERA,31.23,-88.85,31.27,-88.72,"A TORNADO THAT BEGAN IN PERRY COUNTY MOVED INTO GREENE COUNTY THREE MILES WEST OF PLEASANT HILL.  THE TORNADO SKIPPED ALONG THE GROUND ACROSS MOSTLY OPEN PASTURE FOR ABOUT NINE MILES BEFORE LIFTING BACK INTO THE CLOUD JUST EAST OF STATE HIGHWAY 63, 3 MILES SOUTHEAST OF AVERA.  THE TORNADO BLEW DOWN SEVERAL TREES ALONG ITS PATH AND ALSO DAMAGED THE ROOFS OF A COUPLE OF HOMES.  NO INJURIES WERE REPORTED.",,PDC
199601,19,1130,199601,19,1135,2056314,5584043,VIRGINIA,51,1996,January,Tornado,C,159,RICHMOND,AKQ,1/19/1996 11:30,EST,1/19/1996 11:35,0,0,0,0,15K,,,,,,,F0,0.3,50,,,,,,,NEWLAND,,,NEWLAND,38.05,-76.87,38.05,-76.87,Small tornado downed several trees...destroyed at storage shed... overturned a tractor and semi-trailer...and severely damaged a brick wall.  Path was only about 1/4 mile long and about 50 yards wide.,,PDC
199601,17,2242,199601,17,2245,2404533,5535855,TEXAS,48,1996,January,Tornado,C,113,DALLAS,FWD,1/17/1996 22:42,CST,1/17/1996 22:45,0,0,0,0,,,,,,,,F1,1.5,50,,,,,,,LANCASTER,,,LANCASTER,32.6,-96.75,32.6,-96.75,Tornado number three touched down near Springmont/Pleasant Run Rd. and lifted near Alicia/Prescott.,,PDC
