BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200501,13,1852,200501,13,1853,1182447,5434191,SOUTH CAROLINA,45,2005,January,Tornado,C,65,MCCORMICK,CAE,1/13/2005 18:52,EST,1/13/2005 18:53,0,0,0,0,0,0,NWS STORM SURVEY,,,,,F0,0.2,40,,,,,2,NE,PARKSVILLE,2,NE,PARKSVILLE,33.8,-82.2,33.8,-82.2,"An approaching frontal system produced 3 supercells that moved through the western CSRA and Newberry county.  These supercells clyclically produced F0 tornadoes along their path that mainly touched down in rural areas.  Based on radar, it is possible that F1 or weak F2 tornadoes may have touched down in the heavilly wooded rural areas, but without an areal survey one can't say for sure.",Storm Survey found an F0 touched down on SC33-138 and took down trees.,PDS
200501,12,2056,200501,12,2057,1183929,5435571,MISSOURI,29,2005,January,Tornado,C,153,OZARK,SGF,1/12/2005 20:56,CST,1/12/2005 20:57,0,0,0,0,50K,0K,NWS STORM SURVEY,,,,,F0,1,100,,,,,,,TECUMSEH,,,TECUMSEH,36.58333,-92.28333,36.58333,-92.28333,,A brief tornado touched down near the community of Tecumseh.  Several large trees were snapped along Highway 160 near Cloud Nine Resort.,PDS
200501,12,2130,200501,12,2150,1183927,5435569,MISSOURI,29,2005,January,Tornado,C,91,HOWELL,SGF,1/12/2005 21:30,CST,1/12/2005 21:50,0,0,0,0,300K,0K,NWS STORM SURVEY,,,,,F1,16,440,,,,,1,E,POMONA,1,E,POMONA,36.86667,-91.9,37.03333,-91.68333,,A tornado intermittently touched down over rural Howell County for 16 miles.  Several homes were damaged along with numerous downed trees.  The tornado affected areas near the communities of Pomona and Mountain View.,PDS
200501,12,2150,200501,12,2152,1183928,5435570,MISSOURI,29,2005,January,Tornado,C,203,SHANNON,SGF,1/12/2005 21:50,CST,1/12/2005 21:52,0,0,0,0,100K,0K,NWS STORM SURVEY,,,,,F0,2,220,,,,,19,W,WINONA,19,W,WINONA,37.01667,-91.68333,37.01667,-91.61667,,This tornado is a continuation of the Howell County tornado.  The tornado crossed the Howell and Shannon County line northeast of Mountain View and remained on the ground for two miles into Shannon County.  One structure and several trees were damaged in it's path.,PDS
200501,13,1946,200501,13,1954,1182447,5434192,SOUTH CAROLINA,45,2005,January,Tornado,C,71,NEWBERRY,CAE,1/13/2005 19:46,EST,1/13/2005 19:54,0,0,0,0,0,0,NWS STORM SURVEY,,,,,F0,11,40,,,,,2,N,CHAPPELLS,1,S,KINARDS,34.18,-81.86667,34.37,-81.76667,"An approaching frontal system produced 3 supercells that moved through the western CSRA and Newberry county.  These supercells clyclically produced F0 tornadoes along their path that mainly touched down in rural areas.  Based on radar, it is possible that F1 or weak F2 tornadoes may have touched down in the heavilly wooded rural areas, but without an areal survey one can't say for sure.",Storm Survey found an F0 from a supercell intermittently touched down on SC hwys 56 and 560 taking down trees and breaking others in half.,PDS
200501,7,2312,200501,7,2314,1184126,5434682,ALABAMA,1,2005,January,Tornado,C,65,HALE,BMX,1/7/2005 23:12,CST,1/7/2005 23:14,0,0,0,0,27K,,NWS STORM SURVEY,,,,,F0,0.8,75,,,,,4,SW,GREENSBORO,4,SW,GREENSBORO,32.66667,-87.63333,32.66667,-87.61667,,"The first tornado of 2005 occurred in Hale County. The weak tornado touched down approximately 3 miles southwest of Greensboro near State Highway 69. Several out-buildings were destroyed near the Thigpen residence on Highway 69 south. One house had significant roof damage and one vehicle sustained body and window damage. One tractor had the enclosed top ripped off. At least 50 trees were snapped off or blown over along the short path. The brief tornado touched down at 1112 pm and lifted at 1114 pm CST. The tornado was rated an F0. The tornado damage path was approximately 3/4 of a mile long and 75 yards wide at its widest point. Begin:	32 40.200/87 38.428	End:	32 40.452/87 37.55",PDS
200501,14,445,200501,14,448,1183876,5435136,NORTH CAROLINA,37,2005,January,Tornado,C,135,ORANGE,RAH,1/14/2005 4:45,EST,1/14/2005 4:48,0,0,0,0,,,LAW ENFORCEMENT,,,,,F0,0.3,50,,,,,,,SCHLEY,,,SCHLEY,36.15,-79.06667,36.15,-79.06667,,"A tornado touched down in northeast Hillsborough along St. Mary's Road and damaged two properties.  The east wall of a home was almost completely blown out, and on an adjacent property a metal equipment shed was destroyed with some of the debris carried into nearby trees.  A small outbuilding was pushed a short distance off its foundation as well.",PDS
200502,27,1545,200502,27,1545,1184990,5437934,FLORIDA,12,2005,February,Tornado,C,9,BREVARD,MLB,2/27/2005 15:45,EST,2/27/2005 15:45,1,0,0,0,600K,0,NWS STORM SURVEY,,,,,F1,3,50,,,,,,,PALM BAY,,,PALM BAY,28.03333,-80.58333,28.03333,-80.58333,,An F1 tornado touched down in the western part of Palm Bay blowing down trees and damaging 20 homes. Four houses received major damage. A partially constructed block house was demolished. One person was injured.,PDS
200501,10,645,200501,10,650,1184694,5437648,CALIFORNIA,6,2005,January,Tornado,C,111,VENTURA,LOX,1/10/2005 6:45,PST,1/10/2005 6:50,0,0,0,0,,,LAW ENFORCEMENT,,,,,F0,0.1,1,,,,,,,EL RIO,,,EL RIO,34.23333,-119.16667,34.23333,-119.16667,,A California Highway Patrol officer reported a weak tornado in the community of El Rio. No damage or injuries were reported.,PDS
200501,13,1758,200501,13,1802,1184002,5436171,GEORGIA,13,2005,January,Tornado,C,99,EARLY,TAE,1/13/2005 17:58,EST,1/13/2005 18:02,5,0,2,0,250K,,TRAINED SPOTTER,,,,,F1,2.7,100,,,,,4,N,CROSSROADS,4,N,CROSSROADS,31.4,-84.73333,31.43333,-84.73333,,"A tornado touched down just north of County Road 114 and destroyed several small structures near a goat farm before it crossed Wood Valley Road.  The tornado continued on a northerly track over open fields and wooded areas before damaging a brick house.  Its roof was peeled off and thrown 75 yards.  Three vehicles in the yard were destroyed.  The tornado crossed Blakely Road and severely damaged a large double wide trailer.  Its two occupants suffered minor injuries when the trailer was blown off its foundation. Before reaching the Early-Calhoun County line, the tornado carried a small double wide trailer 35 feet before impacting the ground and disintegrating.  Of the five people inside, two were killed and three injured.  The ground assessment was conducted by the WFO Tallahassee MIC and a SKYWARN storm spotter.  The aerial assessment was conducted by the Georgia State Patrol.",PDS
