BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199707,3,1820,199707,3,1822,2066052,5605845,NEW YORK,36,1997,July,Tornado,C,21,COLUMBIA,ALY,7/3/1997 18:20,EST,7/3/1997 18:22,0,0,0,0,550K,20K,,,,,,F2,1,100,,,,,2,ESE,CANAAN,3,ESE,CANAAN,42.4,-73.42,42.4,-73.4,"On July 3, a fast moving cold front crossed eastern New York during the afternoon and evening hours.  The front initiated many severe thunderstorms and three tornadoes in Columbia County.  In Columbia County near Copake Lake, an F1 tornado produced minor damage to two houses, scattered parts of a barn across county highway 7A  and downed many trees and wires.  In Columbia County near Canaan, two tornadoes produced extensive damage.  The F1 tornado formed just southwest of Beebe Pond, moved northeast and terminated near the intersection of state routes 295 and 22.  The tornado damaged several residences and moved a car port.  The F2  tornado initiated near the intersection of state routes 295 and 22 and moved eastward across the New York border into Berkshire County Massachusetts where it ended as an F1 tornado.  At the County Caretaker Lawn and Garden Center, four large greenhouses incurred structural damage.  On Shaker Ridge Road, a newly constructed three story home had the roof completely blown off along with the rear exterior wall.  The detached garage was blown off the foundation and destroyed.  Since this area is forested, many trees and wires were downed by the tornadoes resulting in power outages.  At the South Albany Airport near Selkirk, thunderstorm winds destroyed a Cessna 172 and a vintage1940's Luscombe 8E.  The winds also ripped a roof off a garage and downed several trees.  In Schoharie County at Charlotteville, straight line winds rolled over a mobile home with five people inside.  A  second mobile home which was unoccupied was lifted on top of the rolled over mobile home.  The five people sustained  injuries.  In Rensselaer County at Stephentown, thunderstorm winds lifted a barn and dropped it on East Road.  Many trees and power lines were also downed by the wind.  The thunderstorms also produced hail in parts of Schoharie, Washington, Albany and Columbia Counties.  A combination of damaging winds and lightning, left fifteen to twenty thousand people without power across eastern New York.  A lifeguard at the Northhampton Beach State Campsite in Northville was struck by lightning.  The individual was hospitalized and released with no serious injuries.",,PDC
199707,13,1855,199707,13,1906,2068372,5615530,MINNESOTA,27,1997,July,Tornado,C,43,FARIBAULT,MPX,7/13/1997 18:55,CST,7/13/1997 19:06,0,0,0,0,100K,,,,,,,F0,4,50,,,,,6,NE,BLUE EARTH,5,SE,DELAVAN,43.7,-94.02,43.72,-93.97,,2 farmsteads damaged.,PDC
199707,24,1625,199707,24,1625,2068027,5614888,FLORIDA,12,1997,July,Tornado,C,15,CHARLOTTE,TBW,7/24/1997 16:25,EST,7/24/1997 16:25,0,0,0,0,4K,0,,,,,,F0,0.2,5,,,,,4,NW,PUNTA GORDA,4,NW,PUNTA GORDA,26.97,-82.1,26.97,-82.1,,"A short-lived tornado uprooted several trees, damaged a glass business sign, shattered windows in a few businesses and toppled a few billboards near the intersection of U.S. Highway 41 and Sibley Road in Charlotte Harbor.",PDC
199708,3,1558,199708,3,1600,2068460,5614257,ILLINOIS,17,1997,August,Tornado,C,95,KNOX,ILX,8/3/1997 15:58,CST,8/3/1997 16:00,0,0,0,0,,,,,,,,F0,0.2,50,,,,,6,NE,VICTORIA,6,NE,VICTORIA,41.1,-90.02,41.1,-90.02,,"A tornado briefly touched down on the south side of Lake Calhoun.  It blew down between 25 to 30 large trees, some of which fell onto a picnic pavilion destroying it.  No injuries were reported and no damage estimate was available.",PDC
199708,3,1604,199708,3,1604,2068461,5614258,ILLINOIS,17,1997,August,Tornado,C,175,STARK,ILX,8/3/1997 16:04,CST,8/3/1997 16:04,0,0,0,0,0,0,,,,,,F0,0.1,10,,,,,,,LA FAYETTE,,,LA FAYETTE,41.12,-89.97,41.12,-89.97,,A tornado briefly touched down in a field.  No damage or injuries were reported.,PDC
199706,1,1200,199706,1,1200,2069947,5616998,FLORIDA,12,1997,June,Tornado,C,95,ORANGE,MLB,6/1/1997 12:00,EST,6/1/1997 12:00,0,0,0,0,20K,,,,,,,F0,0.2,30,,,,,,,ORLANDO,,,ORLANDO,28.55,-81.37,28.55,-81.37,,An F0  tornado crossed a small lake and destroyed the roof on a small house in the western part of Orlando.,PDC
199707,5,1230,199707,5,1230,2067987,5616248,FLORIDA,12,1997,July,Tornado,C,57,HILLSBOROUGH,TBW,7/5/1997 12:30,EST,7/5/1997 12:30,0,0,0,0,100K,0,,,,,,F0,0.3,5,,,,,14,S,TAMPA,14,S,TAMPA,27.78,-82.47,27.78,-82.47,,"A tornado touched down near U.S. Highway 41 and Flamingo Blvd. in Apollo Beach and damaged four commercial buildings, the roof of a house, destroyed a billboard, downed wooden fencing and up to eight power lines before it receded.",PDC
199707,20,1550,199707,20,1655,2064382,5604794,MONTANA,30,1997,July,Tornado,C,111,YELLOWSTONE,BYZ,7/20/1997 15:50,MST,7/20/1997 16:55,0,0,0,0,,,,,,,,F0,0,0,,,,,7,S,LAUREL,7,S,LAUREL,45.58,-108.77,45.58,-108.77,very brief touchdown...sited by public. Length and path not know.,,PDC
199708,10,1535,199708,10,1538,2068805,5613885,FLORIDA,12,1997,August,Tornado,C,71,LEE,TBW,8/10/1997 15:35,EST,8/10/1997 15:38,0,0,0,0,0,0,,0,,,,F0,0.5,5,,,,,8,N,CAPE CORAL,8,N,CAPE CORAL,26.72,-81.97,26.72,-81.97,,A weak and short-lived tornado touched down near the intersection of State Road 78 (Pine Island Road) and Del Prado Boulevard with no apparent damage.,PDC
199707,2,1800,199707,2,1805,2066716,5611996,OHIO,39,1997,July,Tornado,C,57,GREENE,ILN,7/2/1997 18:00,EST,7/2/1997 18:05,0,0,0,0,50K,,,,,,,F2,0.2,300,,,,,2,N,NEW JASPER,2,N,NEW JASPER,39.68,-83.82,39.68,-83.82,"A low pressure system with an unusually strong mid and upper level jet streak was moving across the Great Lakes with an associated cold front moving across the upper Ohio valley.  Thunderstorms developed across Indiana and moved into West-Central Ohio around mid-afternoon with a distinct bow echo causing wind damage from near to Lima to southeast of Columbus.  On the southern edge of the first line of storms, a supercell developed over Central Indiana.  This storm evolved into a bow echo and swept across the Dayton metro area causing extensive wind damage and a brief tornado in Greene county.  Another supercell developed near Cincinnati and moved southeastward along the Ohio River.  This storm produced the F3 tornado in Clermont county.",A brief tornado developed in the apex of a bow echo that moved across the county.  A house was blown off its foundation and moved 35 feet away.,PDC
