BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
195603,16,530,195603,16,530,,9976795,ALABAMA,1,1956,March,Tornado,C,61,GENEVA,,3/16/1956 5:30,CST,3/16/1956 5:30,0,0,0,0,25K,0,,0,,,,F1,11.9,20,,,,,0,,,0,,,31.2,-85.5,31.18,-85.3,,,PUB
195604,15,1500,195604,15,1500,,9976799,ALABAMA,1,1956,April,Tornado,C,73,JEFFERSON,,4/15/1956 15:00,CST,4/15/1956 15:00,200,0,25,0,2.5M,0,,0,,,,F4,21.3,200,,,,,0,,,0,,,33.5,-86.97,33.63,-86.63,,,PUB
195605,3,440,195605,3,440,,9976804,ALABAMA,1,1956,May,Tornado,C,39,COVINGTON,,5/3/1956 4:40,CST,5/3/1956 4:40,2,0,0,0,25K,0,,0,,,,F3,3.8,83,,,,,0,,,0,,,31.6,-86.55,31.62,-86.5,,,PUB
195612,23,50,195612,23,50,,9976811,ALABAMA,1,1956,December,Tornado,C,101,MONTGOMERY,,12/23/1956 0:50,CST,12/23/1956 0:50,1,0,0,0,.25K,0,,0,,,,F2,30.5,100,,,,,0,,,0,,,32.13,-86.42,32.42,-86.02,,,PUB
195612,23,50,195612,23,50,,9976812,ALABAMA,1,1956,December,Tornado,C,51,ELMORE,,12/23/1956 0:50,CST,12/23/1956 0:50,0,0,0,0,.25K,0,,0,,,,F2,17.3,100,,,,,0,,,0,,,32.42,-86.02,32.6,-85.82,,,PUB
195607,8,800,195607,8,800,,9976808,ALABAMA,1,1956,July,Tornado,C,25,CLARKE,,7/8/1956 8:00,CST,7/8/1956 8:00,0,0,0,0,2.5K,0,,0,,,,F2,31.1,33,,,,,0,,,0,,,31.62,-87.9,31.43,-87.42,,,PUB
195612,23,50,195612,23,50,,9976810,ALABAMA,1,1956,December,Tornado,C,99,MONROE,,12/23/1956 0:50,CST,12/23/1956 0:50,0,0,0,0,.25K,0,,0,,,,F2,73.9,100,,,,,0,,,0,,,31.42,-87.35,32.13,-86.42,,,PUB
195605,12,1602,195605,12,1602,,10040563,MICHIGAN,26,1956,May,Tornado,C,37,CLINTON,,5/12/1956 16:02,CST,5/12/1956 16:02,3,0,0,0,2.5M,0,,0,,,,F2,10.7,33,,,,,0,,,0,,,43.1,-84.85,43.03,-84.65,,,PUB
195605,29,2300,195605,29,2300,,10015696,IOWA,19,1956,May,Tornado,C,29,CASS,,5/29/1956 23:00,CST,5/29/1956 23:00,0,0,0,0,.25K,0,,0,,,,F2,3.3,50,,,,,0,,,0,,,41.35,-94.95,41.38,-94.88,,,PUB
195606,17,1600,195606,17,1600,,10094879,OKLAHOMA,40,1956,June,Tornado,C,43,DEWEY,,6/17/1956 16:00,CST,6/17/1956 16:00,0,0,0,0,0K,0,,0,,,,F1,0,33,,,,,0,,,0,,,35.9,-99.3,,,,,PUB
195605,24,1900,195605,24,1900,,9998042,GEORGIA,13,1956,May,Tornado,C,279,TOOMBS,,5/24/1956 19:00,CST,5/24/1956 19:00,0,0,0,0,.03K,0,,0,,,,F1,0.3,33,,,,,0,,,0,,,32.22,-82.42,,,,,PUB
